raw_ID,context,audio
13,你是商场员工，顾客拿着一件商品，想向你确认商品的名称。你需要告诉他商品的名称是什么。,https://gigibon.github.io/Warn_name_audio/Audio/7_male_name_qiaokeli2.wav
14,你是商场员工，顾客拿着一件商品，想向你确认商品的名称。你需要告诉他商品的名称是什么。,https://gigibon.github.io/Warn_name_audio/Audio/7_male_name_qiaokeli4.wav
15,你是衣饰店店员，有顾客问店里新到的服饰是什么。你需要告诉顾客服饰的名字。,https://gigibon.github.io/Warn_name_audio/Audio/8_male_name_maoyi3.wav
16,你是衣饰店店员，有顾客问店里新到的服饰是什么。你需要告诉顾客服饰的名字。,https://gigibon.github.io/Warn_name_audio/Audio/8_male_name_maoyi4.wav
17,你是生鲜摊主，一个小朋友问你卖的菜是什么。你需要告诉他蔬菜的名称。,https://gigibon.github.io/Warn_name_audio/Audio/9_male_name_tudou2.wav
18,你是生鲜摊主，一个小朋友问你卖的菜是什么。你需要告诉他蔬菜的名称。,https://gigibon.github.io/Warn_name_audio/Audio/9_male_name_tudou3.wav
19,你是玩具城店员，有小孩子问店里新进购的玩具有什么。你要告诉他玩具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/10_male_name_jiqiren1.wav
20,你是玩具城店员，有小孩子问店里新进购的玩具有什么。你要告诉他玩具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/10_male_name_jiqiren2.wav
21,你是农贸市场摊主，一个小朋友问你卖的菜是什么。你需要告诉他蔬菜的名称。,https://gigibon.github.io/Warn_name_audio/Audio/11_male_name_xihongshi1.wav
22,你是农贸市场摊主，一个小朋友问你卖的菜是什么。你需要告诉他蔬菜的名称。,https://gigibon.github.io/Warn_name_audio/Audio/11_male_name_xihongshi2.wav
23,你是农贸商场店员，顾客想知道促销的商品名是什么。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/12_male_name_chucaoji3.wav
24,你是农贸商场店员，顾客想知道促销的商品名是什么。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/12_male_name_chucaoji1.wav
25,你是服饰店店员，有顾客问店里新到的服饰是什么。你需要告诉顾客服饰的名字。,https://gigibon.github.io/Warn_name_audio/Audio/13_male_name_yaodai2.wav
26,你是服饰店店员，有顾客问店里新到的服饰是什么。你需要告诉顾客服饰的名字。,https://gigibon.github.io/Warn_name_audio/Audio/13_male_name_yaodai3.wav
27,你是杂货铺老板，有批发商问你杂货铺里还缺什么商品。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/14_male_name_ditu2.wav
28,你是杂货铺老板，有批发商问你杂货铺里还缺什么商品。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/14_male_name_ditu1.wav
29,你是商场店员，有小孩子问店里新进购的玩具有什么。你要告诉他玩具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/15_male_name_tuoluo1.wav
30,你是商场店员，有小孩子问店里新进购的玩具有什么。你要告诉他玩具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/15_male_name_tuoluo4.wav
31,你是维修店员工，有个学徒问你刚才客人送来的电器是什么，你需要说出家电的名字。,https://gigibon.github.io/Warn_name_audio/Audio/16_male_name_shouyinji3.wav
32,你是维修店员工，有个学徒问你刚才客人送来的电器是什么，你需要说出家电的名字。,https://gigibon.github.io/Warn_name_audio/Audio/16_male_name_shouyinji2.wav
33,你是餐厅主厨，正研制一个新菜品，有个帮厨问你新菜品需要加什么食材。你需要告诉他食材的名称。,https://gigibon.github.io/Warn_name_audio/Audio/17_male_name_huasheng1.wav
34,你是餐厅主厨，正研制一个新菜品，有个帮厨问你新菜品需要加什么食材。你需要告诉他食材的名称。,https://gigibon.github.io/Warn_name_audio/Audio/17_male_name_huasheng3.wav
35,你是服饰配件店店员，有顾客想知道该商店主要售卖的商品是什么。你需要告诉顾客商品的名称。,https://gigibon.github.io/Warn_name_audio/Audio/18_male_name_xianglian2.wav
36,你是服饰配件店店员，有顾客想知道该商店主要售卖的商品是什么。你需要告诉顾客商品的名称。,https://gigibon.github.io/Warn_name_audio/Audio/18_male_name_xianglian3.wav
37,你是商店店主，有批发商问店里还需进购什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/19_male_name_yusan3.wav
38,你是商店店主，有批发商问店里还需进购什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/19_male_name_yusan2.wav
39,你是车店工作人员。有小朋友指着店里的某个物品问你是什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/20_male_name_sanlunche3.wav
40,你是车店工作人员。有小朋友指着店里的某个物品问你是什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/20_male_name_sanlunche4.wav
41,你是商品城店主，有小朋友不知道某件物品叫什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/21_male_name_yuangui4.wav
42,你是商品城店主，有小朋友不知道某件物品叫什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/21_male_name_yuangui2.wav
43,你是超市店员，店长问你在整理什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/22_male_name_yashua1.wav
44,你是超市店员，店长问你在整理什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/22_male_name_yashua2.wav
45,你是工艺品店店主，有顾客想知道最近什么商品比较热卖。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/23_male_name_mianju2.wav
46,你是工艺品店店主，有顾客想知道最近什么商品比较热卖。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/23_male_name_mianju3.wav
47,你是学校体育馆负责人，有人询问器材室有哪些物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/24_male_name_jiangbei1.wav
48,你是学校体育馆负责人，有人询问器材室有哪些物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/24_male_name_jiangbei3.wav
49,你是超市店员，顾客想知道促销的商品名是什么。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/25_male_name_shoudiantong1.wav
50,你是超市店员，顾客想知道促销的商品名是什么。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/25_male_name_shoudiantong4.wav
51,你是菜场商户，一个小朋友问你卖的菜是什么。你需要告诉他蔬菜的名称。,https://gigibon.github.io/Warn_name_audio/Audio/26_male_name_yumi3.wav
52,你是菜场商户，一个小朋友问你卖的菜是什么。你需要告诉他蔬菜的名称。,https://gigibon.github.io/Warn_name_audio/Audio/26_male_name_yumi1.wav
53,你是店铺老板，有批发商问你商店里还缺什么商品。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/27_male_name_pukepai1.wav
54,你是店铺老板，有批发商问你商店里还缺什么商品。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/27_male_name_pukepai4.wav
55,你是杂货店店员，店长问你在整理什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/28_male_name_dianchi2.wav
56,你是杂货店店员，店长问你在整理什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/28_male_name_dianchi3.wav
57,你是器材室管理员，有人询问器材室有哪些物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/29_male_name_gangqin2.wav
58,你是器材室管理员，有人询问器材室有哪些物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/29_male_name_gangqin4.wav
59,你是电器维修店老板，有个学徒问你刚才客人送来的电器是什么，你需要说出家电的名字。,https://gigibon.github.io/Warn_name_audio/Audio/30_male_name_xiyiji2.wav
60,你是电器维修店老板，有个学徒问你刚才客人送来的电器是什么，你需要说出家电的名字。,https://gigibon.github.io/Warn_name_audio/Audio/30_male_name_xiyiji4.wav
61,你是零售店员工，顾客拿着一件商品，想向你确认商品的名称。你需要告诉他商品的名称是什么。,https://gigibon.github.io/Warn_name_audio/Audio/31_male_name_pisa2.wav
62,你是零售店员工，顾客拿着一件商品，想向你确认商品的名称。你需要告诉他商品的名称是什么。,https://gigibon.github.io/Warn_name_audio/Audio/31_male_name_pisa4.wav
63,你是工具店员工，一位顾客问你最近卖的较多的工具是什么。你需要告诉顾客工具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/32_male_name_luosidao2.wav
64,你是工具店员工，一位顾客问你最近卖的较多的工具是什么。你需要告诉顾客工具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/32_male_name_luosidao3.wav
65,你是厨房总监，正研制一个新菜品，有个帮厨问你新菜品需要加什么食材。你需要告诉他食材的名称。,https://gigibon.github.io/Warn_name_audio/Audio/33_male_name_xia1.wav
66,你是厨房总监，正研制一个新菜品，有个帮厨问你新菜品需要加什么食材。你需要告诉他食材的名称。,https://gigibon.github.io/Warn_name_audio/Audio/33_male_name_xia2.wav
67,你是汽车城工作人员。有小朋友指着店里的某个物品问你是什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/34_male_name_luntai3.wav
68,你是汽车城工作人员。有小朋友指着店里的某个物品问你是什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/34_male_name_luntai1.wav
69,你在超市里打工，同伴问你手里拿着的是什么东西。你需要说出你拿着的东西。,https://gigibon.github.io/Warn_name_audio/Audio/35_male_name_tangguo3.wav
70,你在超市里打工，同伴问你手里拿着的是什么东西。你需要说出你拿着的东西。,https://gigibon.github.io/Warn_name_audio/Audio/35_male_name_tangguo2.wav
71,你是玩具店店员，有小孩子问店里新进购的玩具有什么。你要告诉他玩具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/36_male_name_qiqiu3.wav
72,你是玩具店店员，有小孩子问店里新进购的玩具有什么。你要告诉他玩具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/36_male_name_qiqiu1.wav
73,你是药店店员，顾客想知道促销的商品名是什么。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/37_male_name_wenduji3.wav
74,你是药店店员，顾客想知道促销的商品名是什么。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/37_male_name_wenduji2.wav
75,你是设备管理员，有位同事问公司将要更新什么设备。你需要告诉他设备的名称。,https://gigibon.github.io/Warn_name_audio/Audio/38_male_name_erji1.wav
76,你是设备管理员，有位同事问公司将要更新什么设备。你需要告诉他设备的名称。,https://gigibon.github.io/Warn_name_audio/Audio/38_male_name_erji3.wav
77,你是餐厅大厨，正研制一个新菜品，有个帮厨问你新菜品需要加什么食材。你需要告诉他食材的名称。,https://gigibon.github.io/Warn_name_audio/Audio/39_male_name_niunai2.wav
78,你是餐厅大厨，正研制一个新菜品，有个帮厨问你新菜品需要加什么食材。你需要告诉他食材的名称。,https://gigibon.github.io/Warn_name_audio/Audio/39_male_name_niunai1.wav
79,你在商店里打工，一个小朋友问你手里拿着的是什么东西。你需要说出你拿着的东西。,https://gigibon.github.io/Warn_name_audio/Audio/40_male_name_yingbi2.wav
80,你在商店里打工，一个小朋友问你手里拿着的是什么东西。你需要说出你拿着的东西。,https://gigibon.github.io/Warn_name_audio/Audio/40_male_name_yingbi1.wav
81,你是办公室职员，有位同事问公司将要更新什么设备。你需要告诉他设备的名称。,https://gigibon.github.io/Warn_name_audio/Audio/41_male_name_jianpan4.wav
82,你是办公室职员，有位同事问公司将要更新什么设备。你需要告诉他设备的名称。,https://gigibon.github.io/Warn_name_audio/Audio/41_male_name_jianpan2.wav
83,你是文具店店员，有小朋友不知道某件物品叫什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/42_male_name_qianbi3.wav
84,你是文具店店员，有小朋友不知道某件物品叫什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/42_male_name_qianbi4.wav
85,你是生鲜水果店店员，顾客问你新进购的水果是什么。你需要告诉他水果的名称。,https://gigibon.github.io/Warn_name_audio/Audio/43_male_name_caomei3.wav
86,你是生鲜水果店店员，顾客问你新进购的水果是什么。你需要告诉他水果的名称。,https://gigibon.github.io/Warn_name_audio/Audio/43_male_name_caomei2.wav
87,你是商店员工，顾客拿着一件商品，想向你确认商品的名称。你需要告诉他商品的名称是什么。,https://gigibon.github.io/Warn_name_audio/Audio/44_male_name_mianbao2.wav
88,你是商店员工，顾客拿着一件商品，想向你确认商品的名称。你需要告诉他商品的名称是什么。,https://gigibon.github.io/Warn_name_audio/Audio/44_male_name_mianbao3.wav
89,你是厨房负责人，正研制一个新菜品，有个帮厨问你新菜品需要加什么食材。你需要告诉他食材的名称。,https://gigibon.github.io/Warn_name_audio/Audio/45_male_name_yu4.wav
90,你是厨房负责人，正研制一个新菜品，有个帮厨问你新菜品需要加什么食材。你需要告诉他食材的名称。,https://gigibon.github.io/Warn_name_audio/Audio/45_male_name_yu3.wav
91,你是学校文体管理员，有人询问器材室有哪些物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/46_male_name_jiangpai4.wav
92,你是学校文体管理员，有人询问器材室有哪些物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/46_male_name_jiangpai3.wav
93,你是超市老板，有批发商问店里还需进购什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/47_male_name_lazhu4.wav
94,你是超市老板，有批发商问店里还需进购什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/47_male_name_lazhu1.wav
95,你是户外骑行店工作人员。有小朋友指着店里的某个物品问你是什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/48_male_name_zixingche3.wav
96,你是户外骑行店工作人员。有小朋友指着店里的某个物品问你是什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/48_male_name_zixingche4.wav
97,你是商场店员，有顾客问店里新到的服饰是什么。你需要告诉顾客服饰的名字。,https://gigibon.github.io/Warn_name_audio/Audio/49_male_name_zuanshi2.wav
98,你是商场店员，有顾客问店里新到的服饰是什么。你需要告诉顾客服饰的名字。,https://gigibon.github.io/Warn_name_audio/Audio/49_male_name_zuanshi1.wav
99,你是杂货店兼职员，店长问你在整理什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/50_male_name_zhen3.wav
100,你是杂货店兼职员，店长问你在整理什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/50_male_name_zhen1.wav
101,你是百货商店店员，有顾客想知道该商店主要售卖的商品是什么。你需要告诉顾客商品的名称。,https://gigibon.github.io/Warn_name_audio/Audio/51_male_name_shoutao1.wav
102,你是百货商店店员，有顾客想知道该商店主要售卖的商品是什么。你需要告诉顾客商品的名称。,https://gigibon.github.io/Warn_name_audio/Audio/51_male_name_shoutao2.wav
103,你是厨房主管，正研制一个新菜品，有个帮厨问你新菜品需要加什么食材。你需要告诉他食材的名称。,https://gigibon.github.io/Warn_name_audio/Audio/52_male_name_jidan2.wav
104,你是厨房主管，正研制一个新菜品，有个帮厨问你新菜品需要加什么食材。你需要告诉他食材的名称。,https://gigibon.github.io/Warn_name_audio/Audio/52_male_name_jidan4.wav
105,你是生鲜超市店员，顾客问你新进购的水果是什么。你需要告诉他水果的名称。,https://gigibon.github.io/Warn_name_audio/Audio/53_male_name_boluo4.wav
106,你是生鲜超市店员，顾客问你新进购的水果是什么。你需要告诉他水果的名称。,https://gigibon.github.io/Warn_name_audio/Audio/53_male_name_boluo3.wav
107,你是商场员工，店长问你在整理什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/54_male_name_yijia3.wav
108,你是商场员工，店长问你在整理什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/54_male_name_yijia2.wav
109,你在便利店打工，同伴问你手里拿着的是什么东西。你需要说出你拿着的东西。,https://gigibon.github.io/Warn_name_audio/Audio/55_male_name_bingqilin3.wav
110,你在便利店打工，同伴问你手里拿着的是什么东西。你需要说出你拿着的东西。,https://gigibon.github.io/Warn_name_audio/Audio/55_male_name_bingqilin4.wav
111,你是菜摊老板，一个小朋友问你卖的菜是什么。你需要告诉他蔬菜的名称。,https://gigibon.github.io/Warn_name_audio/Audio/56_male_name_cong1.wav
112,你是菜摊老板，一个小朋友问你卖的菜是什么。你需要告诉他蔬菜的名称。,https://gigibon.github.io/Warn_name_audio/Audio/56_male_name_cong4.wav
113,你是百货商店工作人员，有小朋友不知道某件物品叫什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/57_male_name_maobi2.wav
114,你是百货商店工作人员，有小朋友不知道某件物品叫什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/57_male_name_maobi4.wav
115,你是商场员工，有顾客想知道最近什么商品比较热卖。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/58_male_name_huaping1.wav
116,你是商场员工，有顾客想知道最近什么商品比较热卖。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/58_male_name_huaping3.wav
117,你是服饰店店员，有顾客想知道该商店主要售卖的商品是什么。你需要告诉顾客商品的名称。,https://gigibon.github.io/Warn_name_audio/Audio/59_male_name_weijin1.wav
118,你是服饰店店员，有顾客想知道该商店主要售卖的商品是什么。你需要告诉顾客商品的名称。,https://gigibon.github.io/Warn_name_audio/Audio/59_male_name_weijin3.wav
119,你是菜市场摊主，一个小朋友问你卖的菜是什么。你需要告诉他蔬菜的名称。,https://gigibon.github.io/Warn_name_audio/Audio/60_male_name_ou2.wav
120,你是菜市场摊主，一个小朋友问你卖的菜是什么。你需要告诉他蔬菜的名称。,https://gigibon.github.io/Warn_name_audio/Audio/60_male_name_ou1.wav
121,你是商场导购，有客人想知道商店里最近卖的比较多的家具是什么，你需要说出家具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/61_male_name_yigui3.wav
122,你是商场导购，有客人想知道商店里最近卖的比较多的家具是什么，你需要说出家具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/61_male_name_yigui4.wav
123,你是商场老板，有批发商问你商场里还缺什么商品。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/62_male_name_rili3.wav
124,你是商场老板，有批发商问你商场里还缺什么商品。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/62_male_name_rili2.wav
125,你是五金店店主，一位顾客问你最近卖的较多的工具是什么。你需要告诉顾客工具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/63_male_name_citie1.wav
126,你是五金店店主，一位顾客问你最近卖的较多的工具是什么。你需要告诉顾客工具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/63_male_name_citie4.wav
127,你是公司主管，有位同事问公司将要更新什么设备。你需要告诉他设备的名称。,https://gigibon.github.io/Warn_name_audio/Audio/64_male_name_shubiao3.wav
128,你是公司主管，有位同事问公司将要更新什么设备。你需要告诉他设备的名称。,https://gigibon.github.io/Warn_name_audio/Audio/64_male_name_shubiao4.wav
129,你是商店导购，有客人想知道商店里最近卖的比较多的家具是什么，你需要说出家具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/65_male_name_chuang2.wav
130,你是商店导购，有客人想知道商店里最近卖的比较多的家具是什么，你需要说出家具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/65_male_name_chuang3.wav
131,你是商店店长，有小朋友不知道某件物品叫什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/66_male_name_yinzhang1.wav
132,你是商店店长，有小朋友不知道某件物品叫什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/66_male_name_yinzhang2.wav
133,你是商店店员，顾客问你新进购的水果是什么。你需要告诉他水果的名称。,https://gigibon.github.io/Warn_name_audio/Audio/67_male_name_mihoutao1.wav
134,你是商店店员，顾客问你新进购的水果是什么。你需要告诉他水果的名称。,https://gigibon.github.io/Warn_name_audio/Audio/67_male_name_mihoutao2.wav
135,你是购物中心店员，顾客想知道促销的商品名是什么。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/68_male_name_lajitong4.wav
136,你是购物中心店员，顾客想知道促销的商品名是什么。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/68_male_name_lajitong1.wav
137,你是文具店店长，有小朋友不知道某件物品叫什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/69_male_name_tianping4.wav
138,你是文具店店长，有小朋友不知道某件物品叫什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/69_male_name_tianping3.wav
139,你是五金店员工，一位顾客问你最近卖的较多的工具是什么。你需要告诉顾客工具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/70_male_name_suo3.wav
140,你是五金店员工，一位顾客问你最近卖的较多的工具是什么。你需要告诉顾客工具的名字。,https://gigibon.github.io/Warn_name_audio/Audio/70_male_name_suo4.wav
141,你是杂货店员工，店长问你在整理什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/71_male_name_niukou1.wav
142,你是杂货店员工，店长问你在整理什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/71_male_name_niukou3.wav
143,你是家电维修中心的技术员，有个学徒问你刚才客人送来的电器是什么，你需要说出家电的名字。,https://gigibon.github.io/Warn_name_audio/Audio/72_male_name_bingxiang1.wav
144,你是家电维修中心的技术员，有个学徒问你刚才客人送来的电器是什么，你需要说出家电的名字。,https://gigibon.github.io/Warn_name_audio/Audio/72_male_name_bingxiang4.wav
145,你在快餐店打工，同伴问你手里拿着的是什么东西。你需要说出你拿着的东西。,https://gigibon.github.io/Warn_name_audio/Audio/73_male_name_hanbao3.wav
146,你在快餐店打工，同伴问你手里拿着的是什么东西。你需要说出你拿着的东西。,https://gigibon.github.io/Warn_name_audio/Audio/73_male_name_hanbao2.wav
147,你是电器维修店员工，有个学徒问你刚才客人送来的电器是什么，你需要说出家电的名字。,https://gigibon.github.io/Warn_name_audio/Audio/74_male_name_dianhua3.wav
148,你是电器维修店员工，有个学徒问你刚才客人送来的电器是什么，你需要说出家电的名字。,https://gigibon.github.io/Warn_name_audio/Audio/74_male_name_dianhua1.wav
149,你是时装店店员，有顾客问店里新到的服饰是什么。你需要告诉顾客服饰的名字。,https://gigibon.github.io/Warn_name_audio/Audio/75_male_name_lingdai3.wav
150,你是时装店店员，有顾客问店里新到的服饰是什么。你需要告诉顾客服饰的名字。,https://gigibon.github.io/Warn_name_audio/Audio/75_male_name_lingdai4.wav
151,你是学校器材室管理员，有人询问器材室有哪些物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/76_male_name_lanqiu1.wav
152,你是学校器材室管理员，有人询问器材室有哪些物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/76_male_name_lanqiu3.wav
153,你是超市员工，有批发商问店里还需进购什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/77_male_name_naozhong2.wav
154,你是超市员工，有批发商问店里还需进购什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/77_male_name_naozhong3.wav
155,你是植物商店员工，有顾客想知道最近什么绿植比较热卖。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/78_male_name_xianrenzhang1.wav
156,你是植物商店员工，有顾客想知道最近什么绿植比较热卖。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/78_male_name_xianrenzhang4.wav
157,你是便利店老板，有批发商问你商店里还缺什么商品。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/79_male_name_xinfeng3.wav
158,你是便利店老板，有批发商问你商店里还缺什么商品。你需要告诉他商品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/79_male_name_xinfeng2.wav
159,你是车辆配件店工作人员。有小朋友指着店里的某个物品问你是什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/80_male_name_motuoche4.wav
160,你是车辆配件店工作人员。有小朋友指着店里的某个物品问你是什么。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/80_male_name_motuoche1.wav
161,你是商店店员，有顾客问店里新到的服饰是什么。你需要告诉顾客服饰的名字。,https://gigibon.github.io/Warn_name_audio/Audio/81_male_name_majia2.wav
162,你是商店店员，有顾客问店里新到的服饰是什么。你需要告诉顾客服饰的名字。,https://gigibon.github.io/Warn_name_audio/Audio/81_male_name_majia4.wav
163,你是器材室负责人，有人询问器材室有哪些物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/82_male_name_yumaoqiu2.wav
164,你是器材室负责人，有人询问器材室有哪些物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/82_male_name_yumaoqiu1.wav
165,你是办公室管理员，有位同事问公司将要更新什么设备。你需要告诉他设备的名称。,https://gigibon.github.io/Warn_name_audio/Audio/83_male_name_huatong2.wav
166,你是办公室管理员，有位同事问公司将要更新什么设备。你需要告诉他设备的名称。,https://gigibon.github.io/Warn_name_audio/Audio/83_male_name_huatong1.wav
167,你是家电城员工，有个员工问你刚才客人送来的电器是什么，你需要说出家电的名字。,https://gigibon.github.io/Warn_name_audio/Audio/84_male_name_dengpao4.wav
168,你是家电城员工，有个员工问你刚才客人送来的电器是什么，你需要说出家电的名字。,https://gigibon.github.io/Warn_name_audio/Audio/84_male_name_dengpao1.wav
169,你是杂货店管理员，有批发商问店里还需进购什么物品。你需要告诉他物品的名字。,https://gigibon.github.io/Warn_name_audio/Audio/85_male_name_qianbao1.wav
